GENUS,TPL_FAMILY,TPL_STATUS,TPL_URL
Borojoa,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Borojoa/
Boronella,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Boronella/
Boronia,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Boronia/
Borrachinea,Boraginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Borrachinea/
Borraginoides,Boraginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Borraginoides/
Borreria,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Borreria/
Borrichia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Borrichia/
Borthwickia,Capparaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Capparaceae/Borthwickia/
Borya,Boryaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boryaceae/Borya/
Borzicactus,Cactaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Borzicactus/
Boschia,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Boschia/
Boschniakia,Orobanchaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Boschniakia/
Boscia,Capparaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Capparaceae/Boscia/
Bosciopsis,Capparaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Capparaceae/Bosciopsis/
Bosea,Amaranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Bosea/
Bosistoa,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Bosistoa/
Bosleria,Solanaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Bosleria/
Bosqueia,Moraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Moraceae/Bosqueia/
Bosqueiopsis,Moraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Moraceae/Bosqueiopsis/
Bossekia,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Bossekia/
Bossera,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Bossera/
Bossiaea,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Bossiaea/
Bostrychanthera,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Bostrychanthera/
Boswellia,Burseraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Burseraceae/Boswellia/
Bothriochloa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Bothriochloa/
Bothriocline,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Bothriocline/
Bothriospermum,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Bothriospermum/
Bothriospora,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Bothriospora/
Botor,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Botor/
Botrya,Vitaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Vitaceae/Botrya/
Botryanthus,Asparagaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Botryanthus/
Botryarrhena,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Botryarrhena/
Botryceras,Anacardiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Botryceras/
Botrychium,Ophioglossaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Ophioglossaceae/Botrychium/
Botrymorus,Urticaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Urticaceae/Botrymorus/
Botryoloranthus,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Botryoloranthus/
Botryolotus,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Botryolotus/
Botryomeryta,Araliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Botryomeryta/
Botryophora,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Botryophora/
Botryopleuron,Plantaginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Botryopleuron/
Botryopsis,Menispermaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Menispermaceae/Botryopsis/
Botryopteris,Ophioglossaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Ophioglossaceae/Botryopteris/
Botryothallus,Dryopteridaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Botryothallus/
Botrypus,Ophioglossaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Ophioglossaceae/Botrypus/
Botschantzevia,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Botschantzevia/
Bottegoa,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Bottegoa/
Boucerosia,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Boucerosia/
Bouchardatia,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Bouchardatia/
Bouchea,Verbenaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Verbenaceae/Bouchea/
Bouchetia,Solanaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Bouchetia/
Bouea,Anacardiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Bouea/
Bougainvillea,Nyctaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Nyctaginaceae/Bougainvillea/
Bougueria,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Bougueria/
Boulaya,Thuidiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Thuidiaceae/Boulaya/
Bournea,Gesneriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Bournea/
Bourreria,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Bourreria/
Bousigonia,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Bousigonia/
Boussingaultia,Basellaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Basellaceae/Boussingaultia/
Bouteloua,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Bouteloua/
Boutiquea,Annonaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Annonaceae/Boutiquea/
Boutonia,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Boutonia/
Bouvardia,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Bouvardia/
Bouzetia,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Bouzetia/
Bowdichia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Bowdichia/
Bowenia,Zamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/G/Zamiaceae/Bowenia/
Bowiea,Asparagaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Bowiea/
Bowkeria,Stilbaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Stilbaceae/Bowkeria/
Bowlesia,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Bowlesia/
Bowringia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Bowringia/
Boyania,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Boyania/
Boykinia,Saxifragaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Boykinia/
Boymia,Rutaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Boymia/
Brabejaria,Proteaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Brabejaria/
Brabejum,Proteaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Brabejum/
Brabyla,Proteaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Brabyla/
Brachanthemum,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachanthemum/
Brachelyma,Fontinalaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Fontinalaceae/Brachelyma/
Brachiaria,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Brachiaria/
Brachiolejeunea,Lejeuneaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lejeuneaceae/Brachiolejeunea/
Brachiolobos,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Brachiolobos/
Brachionidium,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brachionidium/
Brachionostylum,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachionostylum/
Brachiostemon,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Brachiostemon/
Brachistus,Solanaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Brachistus/
Brachyachne,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Brachyachne/
Brachyactis,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachyactis/
Brachyandra,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachyandra/
Brachybotrys,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Brachybotrys/
Brachycarpaea,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Brachycarpaea/
Brachycaulos,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Brachycaulos/
Brachycereus,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Brachycereus/
Brachychaeta,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachychaeta/
Brachychiton,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Brachychiton/
Brachychloa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Brachychloa/
Brachyclados,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachyclados/
Brachycodon,Campanulaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Brachycodon/
Brachycome,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachycome/
Brachycorythis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brachycorythis/
Brachycylix,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Brachycylix/
Brachydontium,Seligeriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Seligeriaceae/Brachydontium/
Brachyelytrum,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Brachyelytrum/
Brachyglottis,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachyglottis/
Brachylaena,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachylaena/
Brachylobus,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Brachylobus/
Brachyloma,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Brachyloma/
Brachyloma,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Brachyloma/
Brachylophon,Malpighiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Brachylophon/
Brachymeniopsis,Funariaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Funariaceae/Brachymeniopsis/
Brachymenium,Bryaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Bryaceae/Brachymenium/
Brachymitrion,Splachnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Splachnaceae/Brachymitrion/
Brachynema,Olacaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Olacaceae/Brachynema/
Brachyodon,Seligeriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Seligeriaceae/Brachyodon/
Brachyodus,Seligeriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Seligeriaceae/Brachyodus/
Brachyotum,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Brachyotum/
Brachypeza,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brachypeza/
Brachyphragma,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Brachyphragma/
Brachypodium,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Brachypodium/
Brachypodium,Ptychomitriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Ptychomitriaceae/Brachypodium/
Brachypterum,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Brachypterum/
Brachypus,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Brachypus/
Brachyrhynchos,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachyrhynchos/
Brachyris,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachyris/
Brachyscias,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Brachyscias/
Brachyscome,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachyscome/
Brachysema,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Brachysema/
Brachysiphon,Penaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Penaeaceae/Brachysiphon/
Brachysola,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Brachysola/
Brachysorus,Athyriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Athyriaceae/Brachysorus/
Brachystegia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Brachystegia/
Brachystele,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brachystele/
Brachysteleum,Ptychomitriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Ptychomitriaceae/Brachysteleum/
Brachystelma,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Brachystelma/
Brachystemma,Caryophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Brachystemma/
Brachystephanus,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Brachystephanus/
Brachytheciastrum,Brachytheciaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Brachytheciaceae/Brachytheciastrum/
Brachytheciella,Brachytheciaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Brachytheciaceae/Brachytheciella/
Brachythecium,Brachytheciaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Brachytheciaceae/Brachythecium/
Brachythrix,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brachythrix/
Brachytome,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Brachytome/
Brachytrichum,Orthotrichaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Orthotrichaceae/Brachytrichum/
Bracisepalum,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Bracisepalum/
Brackenridgea,Ochnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ochnaceae/Brackenridgea/
Braconotia,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Braconotia/
Bracteanthus,Siparunaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Siparunaceae/Bracteanthus/
Bractearia,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Bractearia/
Bradburia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Bradburia/
Bradburya,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Bradburya/
Bradea,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Bradea/
Bradlea,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Bradlea/
Bradleia,Phyllanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Phyllanthaceae/Bradleia/
Bradleja,Phyllanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Phyllanthaceae/Bradleja/
Braemia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Braemia/
Bragaia,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Bragaia/
Bragantia,Aristolochiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Aristolochiaceae/Bragantia/
Brahea,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Brahea/
Brainea,Blechnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Blechnaceae/Brainea/
Braithwaitea,Hypnodendraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hypnodendraceae/Braithwaitea/
Brami,Plantaginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Brami/
Brandegea,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Brandegea/
Brandella,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Brandella/
Brandesia,Amaranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Brandesia/
Brandisia,Paulowniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Paulowniaceae/Brandisia/
Brandzeia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Brandzeia/
Brasenia,Cabombaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cabombaceae/Brasenia/
Brasilettia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Brasilettia/
Brasilia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Brasilia/
Brasilicactus,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Brasilicactus/
Brasilicereus,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Brasilicereus/
Brasilidium,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brasilidium/
Brasiliocroton,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Brasiliocroton/
Brasiliopuntia,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Brasiliopuntia/
Brasiliorchis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brasiliorchis/
Brasiliparodia,Cactaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Brasiliparodia/
Brassaiopsis,Araliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Brassaiopsis/
Brassavola,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brassavola/
Brassia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brassia/
Brassiantha,Celastraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Brassiantha/
Brassica,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Brassica/
Brassiophoenix,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Brassiophoenix/
Brassocattleya,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brassocattleya/
Brassocattleya,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Brassocattleya/
Braunblanquetia,Scrophulariaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Braunblanquetia/
Braunea,Menispermaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Menispermaceae/Braunea/
Braunfelsia,Dicranaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Dicranaceae/Braunfelsia/
Braunia,Hedwigiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hedwigiaceae/Braunia/
Braunsia,Aizoaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Braunsia/
Bravaisia,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Bravaisia/
Bravocactus,Cactaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Bravocactus/
Braxilia,Ericaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Braxilia/
Braya,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Braya/
Brayera,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Brayera/
